step,energy_eV,temperature_K
1926,-810.52404785,264.5445
1927,-810.55566406,267.3561
1928,-810.59375000,271.9598
1929,-810.66040039,277.3625
1930,-810.79492188,287.6538
1931,-810.92755127,295.2474
1932,-810.86712646,292.4638
1933,-810.63653564,277.3481
1934,-810.49096680,268.0801
1935,-810.57910156,275.5517
1936,-810.70721436,286.3369
1937,-810.69946289,286.4957
1938,-810.62561035,282.8241
1939,-810.62640381,280.0662
1940,-810.76983643,292.4098
1941,-810.99981689,308.4294
1942,-811.13513184,317.0492
1943,-811.06707764,313.2083
1944,-810.87451172,299.9873
1945,-810.72412109,291.3314
1946,-810.71405029,289.9015
1947,-810.71484375,289.6135
1948,-810.59771729,283.4157
1949,-810.46343994,275.1940
1950,-810.44573975,275.3155
1951,-810.53143311,279.1342
1952,-810.63842773,284.5922
1953,-810.72778320,288.6066
1954,-810.74841309,290.1745
1955,-810.69409180,289.3545
1956,-810.69311523,289.3035
1957,-810.80834961,295.3808
1958,-810.87835693,301.4865
1959,-810.82318115,298.8835
1960,-810.73937988,295.6585
1961,-810.68078613,292.1477
1962,-810.58001709,287.0764
1963,-810.50927734,283.7457
1964,-810.54565430,284.3507
1965,-810.57666016,283.3562
1966,-810.51751709,281.6231
1967,-810.45788574,278.8187
1968,-810.49194336,280.5295
1969,-810.59240723,287.0473
1970,-810.73144531,295.1204
1971,-810.83349609,303.5674
1972,-810.77447510,300.2226
1973,-810.63122559,292.9941
1974,-810.64758301,295.1572
1975,-810.81976318,303.1200
1976,-810.90368652,307.5773
1977,-810.81951904,302.4096
1978,-810.69470215,295.4062
1979,-810.64990234,294.7465
1980,-810.74212646,300.6184
1981,-810.90460205,310.2505
1982,-810.96673584,315.1436
1983,-810.87255859,308.9099
1984,-810.79431152,305.4901
1985,-810.85870361,311.2368
1986,-811.00268555,320.8039
1987,-811.06988525,324.3061
1988,-810.99182129,320.3177
1989,-810.86761475,311.0460
1990,-810.83953857,307.4055
1991,-810.91644287,312.2355
1992,-810.92956543,311.1681
1993,-810.80914307,305.0914
1994,-810.70971680,299.3448
1995,-810.70892334,299.1025
1996,-810.76141357,301.4228
1997,-810.85821533,303.5257
1998,-810.95587158,308.0412
1999,-810.99005127,309.4184
