material_id,xrd_mean_intensity,xrd_std_intensity,xrd_skew_intensity,xrd_kurt_intensity,peak_0_tt,peak_0_int,peak_1_tt,peak_1_int,peak_2_tt,peak_2_int,peak_3_tt,peak_3_int,peak_4_tt,peak_4_int,peak_5_tt,peak_5_int,peak_6_tt,peak_6_int,peak_7_tt,peak_7_int,peak_8_tt,peak_8_int,peak_9_tt,peak_9_int
mp-995200,0.07011319903244442,0.213014713339657,3.952521891169547,14.60527121872881,45.58304344972374,0.05111642476107981,44.73229823985594,0.05182631303417752,26.406037328056083,0.05789379237466515,40.91890788829897,0.07300190152080775,51.49038324469794,0.11161746501498616,42.961604344874004,0.12724041095623542,21.936153857326662,0.16724613458952656,24.303350695933236,0.8700072118860943,27.0142138354965,0.9890773240569318,10.917721702137134,1.0
mp-995184,0.08366862396426239,0.23364536610772393,3.5795597893121402,11.588982031194558,43.9045673681061,0.04563166685669257,50.34848832491797,0.04587942294843996,44.816892409273734,0.04980953146255682,39.18385770789711,0.07447803551895071,42.76011752458187,0.10430030730539495,48.8772054169107,0.10788100791947866,28.863060315979457,0.11000189072239161,23.42006019186109,0.8815668545797756,14.316634160050754,0.9994885786611735,26.402292971813218,1.0
mp-995197,0.02999656357189924,0.12385656117000393,6.57747135848837,46.22686492299087,41.19469645107896,0.033018608838665815,46.70778446856232,0.04330155079414711,53.30732153885233,0.06321932168839478,25.398515704967835,0.07264796992828214,29.599617571131095,0.0864040313659841,39.002300107093184,0.09499969925620365,17.51300005103586,0.1591854067854235,31.602129480007115,0.21290079292342934,16.679596770156614,0.6368281366935609,22.500194455050767,1.0
mp-603334,0.015518407950606172,0.08777340180812838,8.802581424529174,83.97811813116711,18.032624482001637,0.0690827457532758,17.295394938109126,0.08468408424055625,22.19900592884706,0.27634064884777554,25.622175485763993,0.2897079763043381,28.789290417077044,0.31083388760524266,22.00080818125362,0.4643224696689833,11.961276654341594,0.4714297741100873,11.595988692241146,0.7636731983537395,25.00924337930059,0.9288189790092847,9.267590126069338,1.0
mp-1096986,0.10016642350062781,0.25041877923916295,3.6977643403964495,13.76323837335147,75.15942930134986,0.018349198698985925,41.23230653876084,0.025455400075920512,78.107067671653,0.025835318338537555,72.44493729130303,0.026572328173942717,45.41259058534401,0.03799179853505263,56.50554548481379,0.04715314112160038,41.232294103096656,0.05090975349306901,36.887775296532375,0.06043493289143224,45.41257907629917,0.07598282319373811,18.20346031255916,1.0
mp-1079612,0.2965669951806614,0.32933277230707314,1.9857692949044117,4.251010653588748,60.64649886549547,0.02356593220661764,76.39099756129667,0.05802748786689893,68.7310857587858,0.1490584863638773,41.832459246605865,0.24464244342756977,51.855461065052445,0.3041076212190044,29.243769279331914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-995202,0.02403155112993627,0.11363190187102454,7.014742586532727,52.01976120054443,42.07584943186491,0.05118568245123489,43.28807609172629,0.053474531012752985,42.633615207155145,0.05383413098432221,18.778218140058186,0.058166495722527765,50.58784331868774,0.08831573676225396,23.841736394879533,0.08856461429658806,12.487559165850284,0.1638513959145574,23.98366811926104,0.48620057878931844,6.234504258369093,0.731335405772565,25.73278383597703,1.0
mp-995195,0.0961543520362964,0.2323627630170017,3.6169896722564805,13.626042640809171,58.92685016324264,0.02017143221449043,50.328256299480216,0.028611056428423178,66.44751562250416,0.02979823325020137,58.8405641972589,0.03084979739330251,44.58687085106074,0.03734641951453681,33.57590153055999,0.05140356850243053,42.83782922317075,0.05970383577587469,46.67681972160265,0.0719683997548525,28.474065938959566,0.34920316570597854,21.867645270627328,1.0
mp-1198776,0.0030714968039295422,0.03521437326423971,26.43173286665827,742.9123976260893,43.89278298259887,0.03836458737384299,43.908575869480124,0.0385554405431862,43.28213132777837,0.041249600541011386,10.406862564999928,0.04607054510616966,14.016716307667116,0.05814522649525695,22.39177771601311,0.12401299871122724,22.406147020794588,0.12541036670516376,12.542616898492764,0.1296736150088164,12.557715205328913,0.1301890597271222,21.251773266065484,1.0
mp-1200473,0.0027216790785390965,0.03533113673549108,27.228407114042447,766.65850398347,21.67958336232755,0.02897567319512481,21.66731510649944,0.030278762925637078,17.150686752810362,0.03202919584079536,17.154461830589163,0.032084391118737926,10.431972571690268,0.03688351969808615,13.866694484287695,0.05420528331519764,42.798753779079,0.0795906296073535,12.53117510070544,0.10683156115368694,12.527753795167348,0.10881607524159223,21.023053106023298,1.0
mp-995234,0.021493786128397616,0.08611659792967806,8.856811158797735,88.8139216055759,24.15873876063612,0.2234352832537166,18.648817856229957,0.23255322665592215,18.916753562699828,0.24496301094620143,22.210318445806674,0.31052092746857085,21.454465517808895,0.3548397657276072,22.604497679946107,0.5148501720630327,26.90456620283918,0.6689786547916928,19.538679061917357,0.9588284993507642,22.304932294061732,0.9746074606561411,20.337951915240986,1.0
mp-644385,0.1656536918137607,0.2804096884774854,2.307585159579431,5.108823491177625,50.62331986347159,0.00786996171601223,64.04114027115645,0.029233376179917038,77.51782498735048,0.029875332146860657,68.20252216392987,0.035739315492241734,56.16380837943374,0.06583407568318915,63.511030830300115,0.07930455864658513,48.7523127405574,0.1716675936659488,38.88475529537438,0.28978135564692575,28.248241672931304,0.598161147607177,27.226470336001107,1.0
mp-23680,0.03300427019198451,0.12685889953511165,5.552640226580697,33.716036750838036,58.39854957754683,0.055563518279154886,58.40319126952037,0.055576368571641846,64.62137088924038,0.0614960487398871,35.89284343449582,0.24264505347636395,35.97894965686409,0.24383443074968628,35.93928695259093,0.34968510064287534,35.93255049770673,0.34999602848784017,21.045277735981305,0.6579424109536915,21.02364836699002,0.6648471640590421,31.001975567586697,1.0
mp-1225570,0.212138371629132,0.22661641495004953,1.963782792524041,4.16547314886006,63.3800922588795,0.18167948864182895,51.746327129960825,0.20161603085276708,29.76561101054996,0.2254839238814842,45.56769698284418,0.2740429561336205,38.36573255578324,0.39070494131606404,36.96353550708985,0.4290403442910419,33.695007738334056,0.46018274634965806,27.991512651733693,0.5548648563271891,23.65168226883881,0.6755995115898372,14.756759509796709,1.0
mp-3347093,0.004412110289038006,0.040242520531984086,22.3969233238844,545.1282286123437,54.27804660289546,0.03905213908934774,26.838274500117738,0.052187267110141294,27.006761110666677,0.05295609272616135,17.806433705694204,0.05712016948180578,17.73119849687718,0.0585890589220387,10.697030768068243,0.06327849145370307,15.076378928917276,0.12229662487518363,13.123272008017342,0.20824145986404283,13.055684509484642,0.20940154476236392,26.367596241273496,1.0
mp-3347222,0.004058716633103621,0.04057985384064902,22.648978455003263,549.0111137607971,21.676123111866097,0.02805582357934132,21.499234027612815,0.02898275707048849,22.341662409613797,0.030279448539193256,22.15561036473467,0.031131688566003502,55.03946503924777,0.0678336316849248,10.585761264431058,0.06923951700614146,13.898369299713929,0.09973373847445818,12.662699364475117,0.19213133649487218,12.670850875133265,0.19225944305435827,26.71509025072392,1.0
mp-510458,0.014700271941547494,0.06606226181554496,11.371446475032352,157.11664740705226,20.95298141321422,0.09008554621661746,33.94130361825232,0.11029647926045523,18.984932450985347,0.16758814115266382,27.903063674113145,0.18012340685979558,15.855705398512546,0.18603327125350141,32.02559740181114,0.20028947306694914,22.38510132487346,0.20212959518651555,20.832847281847304,0.2237537637241712,27.382108466051292,0.4198298963697605,27.19513160090558,1.0
mp-1215471,0.11068087996013817,0.20301454399146415,3.8735509732874034,16.718281647426572,65.47460270794365,0.06125253572810893,54.95042139570024,0.06654901517001556,66.8846822841223,0.09648354604033163,65.47459176752952,0.12250513458085634,54.950409237542864,0.1330981234092489,30.896632045351755,0.190224515461334,60.0052264294252,0.19992524711009937,45.66065342670444,0.20469897571746096,32.774086906450876,0.23217870735887794,35.08522482277349,1.0
