time_fs,avg_displacement_A,rms_displacement_A,com_drift_A,bbox_volume_A3
1431.0,0.35236537276688545,0.41360410546888704,0.05577886116633768,1495.5199052022174
1432.0,0.3519373193946605,0.4131706181534852,0.05565462884220836,1493.8228137929384
1433.0,0.351654372627837,0.412540251961597,0.055237035374068495,1492.6051826965727
1434.0,0.3515897763961179,0.4119545449111271,0.054335571770641355,1491.99995150992
1435.0,0.35179852738736206,0.41174326523618193,0.05313944497555805,1492.8115220274951
1436.0,0.352357928098053,0.41215427927746523,0.052017902697477844,1495.27245005732
1437.0,0.35323985931924345,0.4131918564286439,0.05123009630430336,1497.77101874506
1438.0,0.3543042502883286,0.41465548197144825,0.05074444654723197,1499.6374092308718
1439.0,0.3552191256786633,0.4161243288983773,0.05039594526983177,1503.335871552631
1440.0,0.35571833873816017,0.4172433626810269,0.05009886078538445,1508.3475828135213
1441.0,0.3556604565087003,0.4177950278713043,0.0498427974193464,1511.8524094740114
1442.0,0.35510307368740546,0.41771635837093773,0.0495116894631583,1512.0076442145755
1443.0,0.3542434834299658,0.4171472903025224,0.048957279228923324,1508.154848396479
1444.0,0.3533979396798269,0.4163573697167312,0.048179113765324896,1500.8422199428892
1445.0,0.3527801210236386,0.4155974245425793,0.047114420715555376,1492.1792150896888
1446.0,0.35249938668333125,0.4151540431348859,0.045979268092158604,1486.9947442756747
1447.0,0.35267598712212966,0.41527371773701627,0.0451460504586213,1486.5967378226394
1448.0,0.35323113387962757,0.41594601824856603,0.04472602408461131,1486.6345891258113
1449.0,0.3539537664747203,0.41697864025882,0.04477902767140359,1486.7860521661275
1450.0,0.3545899089622599,0.4181053345547583,0.0451692371339842,1486.2700902772333
1451.0,0.3550227873052652,0.41909623669685137,0.04569690299247219,1489.2814281351539
1452.0,0.3552647331717862,0.4198916304808678,0.04622531411771086,1491.4878953061923
1453.0,0.35532625596534995,0.42039602151680155,0.04651805847861548,1490.2101135595408
1454.0,0.3553420032714379,0.4206553556654341,0.046484043951805415,1486.1071844901285
1455.0,0.3555049658518868,0.42090569885801826,0.046167041342600315,1481.4758527265392
1456.0,0.3559452151845214,0.4213557599781621,0.04565179049259495,1478.2803482958402
1457.0,0.3568031544859397,0.4221791798870877,0.045157466538136196,1478.013560147461
1458.0,0.3580561896097284,0.423480870149487,0.04490072308362185,1480.846214201463
1459.0,0.35957065770198143,0.42525333812088784,0.045128895734371406,1486.245913596882
1460.0,0.36111888656315383,0.4273064125665331,0.045861045518710696,1494.7266567545428
1461.0,0.36256506950892514,0.4295161690836172,0.046786381625155964,1500.6141650399504
1462.0,0.36374671877633225,0.43173751541179806,0.04760266608756612,1502.057654103458
1463.0,0.36454602028564154,0.43380485913206124,0.04816981472160641,1498.6671859680882
1464.0,0.3648961789600111,0.43541524137592363,0.048359003670746956,1492.1450057820002
1465.0,0.36492357469937725,0.4364700265614814,0.04816765072517194,1484.8825328207715
1466.0,0.36490777528478563,0.43714340732017104,0.04781733039955066,1479.8201598678445
1467.0,0.3650751391232882,0.4375573243089299,0.04759330499340267,1478.1642566742164
1468.0,0.3654450418336948,0.4377996739991514,0.04762390258764588,1479.6829401063549
1469.0,0.36580105180139333,0.4379611810049757,0.04799463368889528,1483.3386850900217
1470.0,0.366042160455311,0.4381906932291761,0.048796282958093844,1486.9212427113457
1471.0,0.36616244846062196,0.43853634016259974,0.04988945005387566,1487.5194401967892
1472.0,0.36644709931022496,0.43906418270514463,0.050936565927949866,1483.6195670448667
1473.0,0.36681497408323127,0.43968961461983097,0.05162513980079213,1475.7791653008687
1474.0,0.3671679214051893,0.44033542709407264,0.05186800377862862,1465.9364650957025
1475.0,0.3674999634863738,0.44093799057766975,0.051642863388386605,1459.3799054229369
1476.0,0.36786094197733765,0.44141441072290843,0.051090079380086084,1457.4023544754755
1477.0,0.36846778545267944,0.4418617906599199,0.05047581401639328,1458.202944897018
1478.0,0.3693517900767359,0.44234340547103174,0.049988062889040445,1459.6085640841018
1479.0,0.3704430908280298,0.44282865539394506,0.049646612910898696,1467.2177924534599
1480.0,0.37157695674169333,0.44328667160206214,0.04942531372827208,1477.3215957407763
1481.0,0.37265518564653133,0.4437187995050982,0.04938711614983877,1484.6659529377196
1482.0,0.37364819043875397,0.4441606132686649,0.04937357040877694,1488.0120143895704
1483.0,0.37465488016074155,0.44486401540978165,0.049207006333389064,1488.949534390047
1484.0,0.37564959753559246,0.4459130040698277,0.04871494192733747,1487.9605371373998
1485.0,0.37673127081969876,0.4473408285580032,0.047925364887044665,1487.7014306115611
1486.0,0.3780970611507512,0.4492035193978706,0.047053956634207056,1490.0354255811262
1487.0,0.37975382479927683,0.4513123225396528,0.0461479260634358,1496.2849218088052
1488.0,0.3816297674911015,0.453459807702953,0.04523436756115389,1506.586705653581
1489.0,0.3835542262507111,0.45547529765493255,0.04440259701400864,1519.0701829005375
1490.0,0.3853870191233472,0.45724708585764634,0.04363739779653704,1531.0921406687753
1491.0,0.38696206921065446,0.45869341471413905,0.04303230113982613,1539.9812282959588
1492.0,0.3881834161554729,0.4598190766920311,0.042624207273080986,1544.0433396400324
1493.0,0.389001690584941,0.46078823447024125,0.04222584014810195,1543.2477164511106
1494.0,0.3895245641069606,0.46186939597130283,0.04169895900654582,1539.4771364923536
1495.0,0.38974452644678226,0.4630408595246935,0.04090993280453127,1534.7794051861
1496.0,0.38973255808686086,0.46415554547512794,0.039895639392354854,1531.4859554276225
1497.0,0.38966195296624695,0.46505201664611906,0.03887291144483358,1530.7475318305403
